source_images_idx,source_i,source_j,source_k,means,covs,label_frequency,perdict_frequency
12,31,84,0,"[[ -4.56922824  12.19678641   2.68430376  12.50867292 -10.49377155]
 [-21.58137449 -15.25599171  -8.16906845  -5.42576655   1.89372945]
 [  0.           0.           0.           0.           0.        ]
 [ -2.44536877 -18.12894678   8.79240873 -12.89915219  10.1237765 ]
 [  0.           0.           0.           0.           0.        ]]","[[[  16.75780707    9.22146447   20.72404655    0.93210076    2.00458186]
  [   9.22146447   10.80336102   16.9963995     2.47960278   -2.72789652]
  [  20.72404655   16.9963995    37.2574668    -3.75906876   -1.466223  ]
  [   0.93210076    2.47960278   -3.75906876    9.78795183   -2.61795881]
  [   2.00458186   -2.72789652   -1.466223     -2.61795881    4.91428675]]

 [[  45.62748488   37.9795018    20.48378789   10.97618125   -8.68187402]
  [  37.9795018   314.93257941  -13.93593981  165.76397549 -184.69594329]
  [  20.48378789  -13.93593981   14.2554666   -15.06463099   15.36200326]
  [  10.97618125  165.76397549  -15.06463099   95.29552077 -100.35479991]
  [  -8.68187402 -184.69594329   15.36200326 -100.35479991  114.0175044 ]]

 [[  -0.           -0.           -0.           -0.           -0.        ]
  [  -0.           -0.           -0.           -0.           -0.        ]
  [  -0.           -0.           -0.           -0.           -0.        ]
  [  -0.           -0.           -0.           -0.           -0.        ]
  [  -0.           -0.           -0.           -0.           -0.        ]]

 [[  54.69510255   45.53407142   45.17293266   16.08250808  -13.42536683]
  [  45.53407142   56.23257113   34.12166169   21.07672109  -24.50115475]
  [  45.17293266   34.12166169   38.39901869   11.6669833    -8.80486895]
  [  16.08250808   21.07672109   11.6669833     8.11530245   -9.43976911]
  [ -13.42536683  -24.50115475   -8.80486895   -9.43976911   13.5381431 ]]

 [[  -0.           -0.           -0.           -0.           -0.        ]
  [  -0.           -0.           -0.           -0.           -0.        ]
  [  -0.           -0.           -0.           -0.           -0.        ]
  [  -0.           -0.           -0.           -0.           -0.        ]
  [  -0.           -0.           -0.           -0.           -0.        ]]]",[15387 15011     0  2370     0],[13193 12752     0  1831     0]
12,31,84,21,"[[ -5.0976041   11.81450884   1.47358122  14.50598075 -12.64934925]
 [-21.56225094 -14.55941013  -7.97342649  -5.55713082   1.54006832]
 [  0.           0.           0.           0.           0.        ]
 [ -2.00268721 -18.34749344   9.72134224 -13.37903788  11.18841565]
 [  0.           0.           0.           0.           0.        ]]","[[[  10.97512836    6.26042258   17.61490248   -1.11811621   -1.33773481]
  [   6.26042258   11.27572932   19.64699922    1.15543821   -7.95562638]
  [  17.61490248   19.64699922   43.9472329    -3.91179952  -10.51962511]
  [  -1.11811621    1.15543821   -3.91179952    6.6057747    -2.79392876]
  [  -1.33773481   -7.95562638  -10.51962511   -2.79392876    7.70318789]]

 [[  40.71439924   54.8124307    16.40845128   21.446999    -22.94137637]
  [  54.8124307   330.0785954   -10.09247221  174.02400556 -193.64347472]
  [  16.40845128  -10.09247221   12.77739998  -13.63888277   11.54298941]
  [  21.446999    174.02400556  -13.63888277  102.07989981 -105.33495999]
  [ -22.94137637 -193.64347472   11.54298941 -105.33495999  117.75271548]]

 [[  -0.           -0.           -0.           -0.           -0.        ]
  [  -0.           -0.           -0.           -0.           -0.        ]
  [  -0.           -0.           -0.           -0.           -0.        ]
  [  -0.           -0.           -0.           -0.           -0.        ]
  [  -0.           -0.           -0.           -0.           -0.        ]]

 [[  68.79979762   59.92831998   63.31388445   18.60809279  -10.31167283]
  [  59.92831998   71.74011451   50.95523524   24.2861537   -21.05796601]
  [  63.31388445   50.95523524   61.76519007   14.27754045   -7.34056439]
  [  18.60809279   24.2861537    14.27754045    8.99001767   -7.70858473]
  [ -10.31167283  -21.05796601   -7.34056439   -7.70858473    9.63079297]]

 [[  -0.           -0.           -0.           -0.           -0.        ]
  [  -0.           -0.           -0.           -0.           -0.        ]
  [  -0.           -0.           -0.           -0.           -0.        ]
  [  -0.           -0.           -0.           -0.           -0.        ]
  [  -0.           -0.           -0.           -0.           -0.        ]]]",[12093 16400     0  4275     0],[10411 14053     0  3383     0]
12,31,84,42,"[[ -0.10170337  19.9773671   11.69768246  17.05060099 -11.07004472]
 [-20.92326631  -3.61025631  -8.08215204  -1.55069914  -4.10649545]
 [  0.           0.           0.           0.           0.        ]
 [ -9.78910725 -27.97764698   1.73785236 -16.01447734  14.41652628]
 [  0.           0.           0.           0.           0.        ]]","[[[ 54.59989534  35.41989477  74.6990658   11.56669993   1.67593715]
  [ 35.41989477  62.46299315  88.70736888  15.82273211  -8.67290112]
  [ 74.6990658   88.70736888 156.41897624   8.49929246  -3.27445614]
  [ 11.56669993  15.82273211   8.49929246  25.20584817  -8.43556051]
  [  1.67593715  -8.67290112  -3.27445614  -8.43556051   6.13853515]]

 [[ 35.32956379 -10.48422938  18.37997853 -11.17651801  18.20180961]
  [-10.48422938  99.990409   -33.16354165  87.81582482 -72.21617928]
  [ 18.37997853 -33.16354165  19.56527382 -34.01504099  29.68990062]
  [-11.17651801  87.81582482 -34.01504099  86.20475641 -66.39009656]
  [ 18.20180961 -72.21617928  29.68990062 -66.39009656  56.47072589]]

 [[ -0.          -0.          -0.          -0.          -0.        ]
  [ -0.          -0.          -0.          -0.          -0.        ]
  [ -0.          -0.          -0.          -0.          -0.        ]
  [ -0.          -0.          -0.          -0.          -0.        ]
  [ -0.          -0.          -0.          -0.          -0.        ]]

 [[  6.87396871   8.8531647    1.88357968   5.15292409  -4.01526305]
  [  8.8531647   13.76930462   2.12639405   7.60420616  -6.72911855]
  [  1.88357968   2.12639405   0.60261198   1.27504442  -0.85457038]
  [  5.15292409   7.60420616   1.27504442   4.26656757  -3.66155719]
  [ -4.01526305  -6.72911855  -0.85457038  -3.66155719   3.41934232]]

 [[ -0.          -0.          -0.          -0.          -0.        ]
  [ -0.          -0.          -0.          -0.          -0.        ]
  [ -0.          -0.          -0.          -0.          -0.        ]
  [ -0.          -0.          -0.          -0.          -0.        ]
  [ -0.          -0.          -0.          -0.          -0.        ]]]",[25570  6542     0   656     0],[24595  5239     0   371     0]
12,31,84,62,"[[ -1.76832786  17.84834789  11.97365804  15.3188691  -16.73738396]
 [  0.           0.           0.           0.           0.        ]
 [  0.           0.           0.           0.           0.        ]
 [  0.           0.           0.           0.           0.        ]
 [  0.           0.           0.           0.           0.        ]]","[[[ 14.71343768   6.54283037  12.63071583   9.33398484   0.1644564 ]
  [  6.54283037  25.79758785  24.26277987  14.8224651   -7.10539064]
  [ 12.63071583  24.26277987  32.7430492   14.17019977 -12.71792095]
  [  9.33398484  14.8224651   14.17019977  16.66702643  -5.22621904]
  [  0.1644564   -7.10539064 -12.71792095  -5.22621904  16.49746372]]

 [[ -0.          -0.          -0.          -0.          -0.        ]
  [ -0.          -0.          -0.          -0.          -0.        ]
  [ -0.          -0.          -0.          -0.          -0.        ]
  [ -0.          -0.          -0.          -0.          -0.        ]
  [ -0.          -0.          -0.          -0.          -0.        ]]

 [[ -0.          -0.          -0.          -0.          -0.        ]
  [ -0.          -0.          -0.          -0.          -0.        ]
  [ -0.          -0.          -0.          -0.          -0.        ]
  [ -0.          -0.          -0.          -0.          -0.        ]
  [ -0.          -0.          -0.          -0.          -0.        ]]

 [[ -0.          -0.          -0.          -0.          -0.        ]
  [ -0.          -0.          -0.          -0.          -0.        ]
  [ -0.          -0.          -0.          -0.          -0.        ]
  [ -0.          -0.          -0.          -0.          -0.        ]
  [ -0.          -0.          -0.          -0.          -0.        ]]

 [[ -0.          -0.          -0.          -0.          -0.        ]
  [ -0.          -0.          -0.          -0.          -0.        ]
  [ -0.          -0.          -0.          -0.          -0.        ]
  [ -0.          -0.          -0.          -0.          -0.        ]
  [ -0.          -0.          -0.          -0.          -0.        ]]]",[32746    22     0     0     0],[32746     0     0     0     0]
12,31,85,0,"[[ -4.5327854   12.63239795   3.61897903  12.21973257 -10.95416166]
 [-20.88010013 -14.28801168  -7.95666879  -5.05124026   1.46074007]
 [  0.           0.           0.           0.           0.        ]
 [ -2.68107904 -16.0906414    7.69367993 -11.86403541   8.62483413]
 [  0.           0.           0.           0.           0.        ]]","[[[  20.27443224   11.00722539   23.8229847     1.98883759    3.06848807]
  [  11.00722539   13.6713522    21.44977281    3.1789441    -4.12216455]
  [  23.8229847    21.44977281   43.78774271   -2.69107003   -2.68933523]
  [   1.98883759    3.1789441    -2.69107003   10.47262695   -2.6865342 ]
  [   3.06848807   -4.12216455   -2.68933523   -2.6865342     6.6591423 ]]

 [[  39.19546667   28.2917362    17.98519127    7.64584828   -4.7499524 ]
  [  28.2917362   269.5755498   -17.51869013  147.82603863 -157.77209434]
  [  17.98519127  -17.51869013   13.18003238  -15.97007366   16.57482246]
  [   7.64584828  147.82603863  -15.97007366   87.51715099  -89.33349328]
  [  -4.7499524  -157.77209434   16.57482246  -89.33349328   97.28643873]]

 [[  -0.           -0.           -0.           -0.           -0.        ]
  [  -0.           -0.           -0.           -0.           -0.        ]
  [  -0.           -0.           -0.           -0.           -0.        ]
  [  -0.           -0.           -0.           -0.           -0.        ]
  [  -0.           -0.           -0.           -0.           -0.        ]]

 [[  39.61667281   39.49912404   29.70329749   14.51779323  -13.91956973]
  [  39.49912404   55.24388059   26.34756357   21.71064688  -25.17989338]
  [  29.70329749   26.34756357   23.21119701    9.28509539   -8.35805709]
  [  14.51779323   21.71064688    9.28509539    8.73729496  -10.17174364]
  [ -13.91956973  -25.17989338   -8.35805709  -10.17174364   13.36071753]]

 [[  -0.           -0.           -0.           -0.           -0.        ]
  [  -0.           -0.           -0.           -0.           -0.        ]
  [  -0.           -0.           -0.           -0.           -0.        ]
  [  -0.           -0.           -0.           -0.           -0.        ]
  [  -0.           -0.           -0.           -0.           -0.        ]]]",[16262 14365     0  2141     0],[14153 12178     0  1572     0]
12,31,85,21,"[[ -5.52548776  12.6266971    1.95875216  14.71090688 -13.112546  ]
 [-21.27597777 -14.02244448  -8.03311941  -5.20522765   1.29933387]
 [  0.           0.           0.           0.           0.        ]
 [ -3.28271289 -19.49667669   8.00451717 -13.58099158  11.55156328]
 [  0.           0.           0.           0.           0.        ]]","[[[  10.58546154    4.55363071   14.67904228   -1.20372877    0.4375284 ]
  [   4.55363071   14.88815505   23.21879855    1.04419826  -10.91796767]
  [  14.67904228   23.21879855   47.73741237   -5.27943361  -13.62330011]
  [  -1.20372877    1.04419826   -5.27943361    7.60157682   -2.41467819]
  [   0.4375284   -10.91796767  -13.62330011   -2.41467819   10.41247653]]

 [[  36.25829597   48.88050529   14.00509666   20.33517951  -19.79643411]
  [  48.88050529  287.59045445  -14.82373332  164.18157906 -168.25878364]
  [  14.00509666  -14.82373332   12.15828308  -16.02291265   14.08309025]
  [  20.33517951  164.18157906  -16.02291265  102.65333705  -99.37991225]
  [ -19.79643411 -168.25878364   14.08309025  -99.37991225  102.71581203]]

 [[  -0.           -0.           -0.           -0.           -0.        ]
  [  -0.           -0.           -0.           -0.           -0.        ]
  [  -0.           -0.           -0.           -0.           -0.        ]
  [  -0.           -0.           -0.           -0.           -0.        ]
  [  -0.           -0.           -0.           -0.           -0.        ]]

 [[  53.4513697    58.55673106   42.85215551   20.28320486  -14.55905466]
  [  58.55673106   86.06757348   42.50923924   31.56900488  -28.57237972]
  [  42.85215551   42.50923924   37.12764154   13.47269205   -9.54114237]
  [  20.28320486   31.56900488   13.47269205   12.1907253   -10.79556627]
  [ -14.55905466  -28.57237972   -9.54114237  -10.79556627   11.70052254]]

 [[  -0.           -0.           -0.           -0.           -0.        ]
  [  -0.           -0.           -0.           -0.           -0.        ]
  [  -0.           -0.           -0.           -0.           -0.        ]
  [  -0.           -0.           -0.           -0.           -0.        ]
  [  -0.           -0.           -0.           -0.           -0.        ]]]",[13099 15818     0  3851     0],[11481 13532     0  3002     0]
12,31,85,42,"[[ -0.17476151  20.14634295  11.96600156  16.90151692 -11.35427554]
 [-20.12349647  -2.8554095   -7.69982309  -1.40729488  -4.30584732]
 [  0.           0.           0.           0.           0.        ]
 [ -8.90942141 -24.28134185   1.71380293 -14.3485184   12.37257551]
 [  0.           0.           0.           0.           0.        ]]","[[[ 50.54923147  31.99675937  68.15633237  10.92018843   1.2547729 ]
  [ 31.99675937  60.96622707  84.5653613   15.37068022  -8.76298947]
  [ 68.15633237  84.5653613  146.27362404   8.67553245  -3.49151991]
  [ 10.92018843  15.37068022   8.67553245  23.98921771  -8.90180218]
  [  1.2547729   -8.76298947  -3.49151991  -8.90180218   6.50714904]]

 [[ 32.03943498 -11.74040237  17.29841775 -11.63075382  16.83988056]
  [-11.74040237  78.30119578 -29.17591147  72.45505415 -59.15796049]
  [ 17.29841775 -29.17591147  17.97797369 -30.48611287  26.48432604]
  [-11.63075382  72.45505415 -30.48611287  74.35616671 -57.15538586]
  [ 16.83988056 -59.15796049  26.48432604 -57.15538586  48.02327252]]

 [[ -0.          -0.          -0.          -0.          -0.        ]
  [ -0.          -0.          -0.          -0.          -0.        ]
  [ -0.          -0.          -0.          -0.          -0.        ]
  [ -0.          -0.          -0.          -0.          -0.        ]
  [ -0.          -0.          -0.          -0.          -0.        ]]

 [[  4.41914842   5.39087686   1.13478349   3.30090351  -2.63378278]
  [  5.39087686   8.60242458   1.11998593   4.80118335  -4.59292273]
  [  1.13478349   1.11998593   0.32948919   0.74898754  -0.49248   ]
  [  3.30090351   4.80118335   0.74898754   2.76537318  -2.4922351 ]
  [ -2.63378278  -4.59292273  -0.49248     -2.4922351    2.51383877]]

 [[ -0.          -0.          -0.          -0.          -0.        ]
  [ -0.          -0.          -0.          -0.          -0.        ]
  [ -0.          -0.          -0.          -0.          -0.        ]
  [ -0.          -0.          -0.          -0.          -0.        ]
  [ -0.          -0.          -0.          -0.          -0.        ]]]",[26100  6107     0   561     0],[25162  4796     0   303     0]
12,31,85,62,"[[ -2.04864257  17.73165412  11.58590793  15.22400476 -16.72203184]
 [  0.           0.           0.           0.           0.        ]
 [  0.           0.           0.           0.           0.        ]
 [  0.           0.           0.           0.           0.        ]
 [  0.           0.           0.           0.           0.        ]]","[[[ 16.73018887   7.92404455  15.19419503   9.29756089   0.64701095]
  [  7.92404455  24.33689157  25.29640467  13.41244926  -7.15278372]
  [ 15.19419503  25.29640467  36.65225221  13.389594   -12.98353981]
  [  9.29756089  13.41244926  13.389594    15.14102849  -4.3689844 ]
  [  0.64701095  -7.15278372 -12.98353981  -4.3689844   15.95705595]]

 [[ -0.          -0.          -0.          -0.          -0.        ]
  [ -0.          -0.          -0.          -0.          -0.        ]
  [ -0.          -0.          -0.          -0.          -0.        ]
  [ -0.          -0.          -0.          -0.          -0.        ]
  [ -0.          -0.          -0.          -0.          -0.        ]]

 [[ -0.          -0.          -0.          -0.          -0.        ]
  [ -0.          -0.          -0.          -0.          -0.        ]
  [ -0.          -0.          -0.          -0.          -0.        ]
  [ -0.          -0.          -0.          -0.          -0.        ]
  [ -0.          -0.          -0.          -0.          -0.        ]]

 [[ -0.          -0.          -0.          -0.          -0.        ]
  [ -0.          -0.          -0.          -0.          -0.        ]
  [ -0.          -0.          -0.          -0.          -0.        ]
  [ -0.          -0.          -0.          -0.          -0.        ]
  [ -0.          -0.          -0.          -0.          -0.        ]]

 [[ -0.          -0.          -0.          -0.          -0.        ]
  [ -0.          -0.          -0.          -0.          -0.        ]
  [ -0.          -0.          -0.          -0.          -0.        ]
  [ -0.          -0.          -0.          -0.          -0.        ]
  [ -0.          -0.          -0.          -0.          -0.        ]]]",[32756    12     0     0     0],[32756     0     0     0     0]
12,62,0,0,"[[ -3.18473334  18.58166433   3.88596844  21.28935765 -10.78073923]
 [  0.           0.           0.           0.           0.        ]
 [ 10.97637462  -1.51095118   8.48289944   5.28669302  19.29296286]
 [  0.           0.           0.           0.           0.        ]
 [  0.           0.           0.           0.           0.        ]]","[[[  38.00393898    3.54550813   35.75922702   -3.71072916    9.54425164]
  [   3.54550813   43.09943208   28.37523195   31.38347185  -20.71599563]
  [  35.75922702   28.37523195   59.70092788    5.09817854  -13.13859844]
  [  -3.71072916   31.38347185    5.09817854   36.49196593  -12.2732236 ]
  [   9.54425164  -20.71599563  -13.13859844  -12.2732236    26.76579746]]

 [[  -0.           -0.           -0.           -0.           -0.        ]
  [  -0.           -0.           -0.           -0.           -0.        ]
  [  -0.           -0.           -0.           -0.           -0.        ]
  [  -0.           -0.           -0.           -0.           -0.        ]
  [  -0.           -0.           -0.           -0.           -0.        ]]

 [[  58.4492407   -66.2184261    59.81699448  -32.90638107  102.43825584]
  [ -66.2184261   131.16004933  -75.60407983   73.81118035 -156.72117141]
  [  59.81699448  -75.60407983   63.416512    -41.84476485  110.63319117]
  [ -32.90638107   73.81118035  -41.84476485   56.41886599  -83.97252372]
  [ 102.43825584 -156.72117141  110.63319117  -83.97252372  211.26987195]]

 [[  -0.           -0.           -0.           -0.           -0.        ]
  [  -0.           -0.           -0.           -0.           -0.        ]
  [  -0.           -0.           -0.           -0.           -0.        ]
  [  -0.           -0.           -0.           -0.           -0.        ]
  [  -0.           -0.           -0.           -0.           -0.        ]]

 [[  -0.           -0.           -0.           -0.           -0.        ]
  [  -0.           -0.           -0.           -0.           -0.        ]
  [  -0.           -0.           -0.           -0.           -0.        ]
  [  -0.           -0.           -0.           -0.           -0.        ]
  [  -0.           -0.           -0.           -0.           -0.        ]]]",[26044     0  6724     0     0],[25146     0  5967     0     0]
12,62,0,21,"[[-6.75588973 16.39612361 -3.55838052 21.25759554 -6.26802548]
 [ 0.          0.          0.          0.          0.        ]
 [11.71423245 -3.42931277  9.12858166  4.44546885 20.88554591]
 [ 0.          0.          0.          0.          0.        ]
 [ 0.          0.          0.          0.          0.        ]]","[[[ 2.35529154e+01 -3.31573267e+01  1.98167729e+00 -2.00470677e+01
    1.97570861e+01]
  [-3.31573267e+01  5.67088452e+01  2.71328152e+00  3.33502097e+01
   -2.98342246e+01]
  [ 1.98167729e+00  2.71328152e+00  6.33762623e+00 -3.78418034e+00
    7.77267675e-02]
  [-2.00470677e+01  3.33502097e+01 -3.78418034e+00  2.76786861e+01
   -1.74870517e+01]
  [ 1.97570861e+01 -2.98342246e+01  7.77267675e-02 -1.74870517e+01
    1.79399441e+01]]

 [[-0.00000000e+00 -0.00000000e+00 -0.00000000e+00 -0.00000000e+00
   -0.00000000e+00]
  [-0.00000000e+00 -0.00000000e+00 -0.00000000e+00 -0.00000000e+00
   -0.00000000e+00]
  [-0.00000000e+00 -0.00000000e+00 -0.00000000e+00 -0.00000000e+00
   -0.00000000e+00]
  [-0.00000000e+00 -0.00000000e+00 -0.00000000e+00 -0.00000000e+00
   -0.00000000e+00]
  [-0.00000000e+00 -0.00000000e+00 -0.00000000e+00 -0.00000000e+00
   -0.00000000e+00]]

 [[ 2.78045707e+01 -2.54570677e+01  2.56567596e+01 -1.09127541e+01
    4.71574350e+01]
  [-2.54570677e+01  6.44731765e+01 -2.55390152e+01  2.70404253e+01
   -7.64233017e+01]
  [ 2.56567596e+01 -2.55390152e+01  2.46971315e+01 -1.27708594e+01
    4.48107565e+01]
  [-1.09127541e+01  2.70404253e+01 -1.27708594e+01  1.95601937e+01
   -3.06186048e+01]
  [ 4.71574350e+01 -7.64233017e+01  4.48107565e+01 -3.06186048e+01
    1.12193427e+02]]

 [[-0.00000000e+00 -0.00000000e+00 -0.00000000e+00 -0.00000000e+00
   -0.00000000e+00]
  [-0.00000000e+00 -0.00000000e+00 -0.00000000e+00 -0.00000000e+00
   -0.00000000e+00]
  [-0.00000000e+00 -0.00000000e+00 -0.00000000e+00 -0.00000000e+00
   -0.00000000e+00]
  [-0.00000000e+00 -0.00000000e+00 -0.00000000e+00 -0.00000000e+00
   -0.00000000e+00]
  [-0.00000000e+00 -0.00000000e+00 -0.00000000e+00 -0.00000000e+00
   -0.00000000e+00]]

 [[-0.00000000e+00 -0.00000000e+00 -0.00000000e+00 -0.00000000e+00
   -0.00000000e+00]
  [-0.00000000e+00 -0.00000000e+00 -0.00000000e+00 -0.00000000e+00
   -0.00000000e+00]
  [-0.00000000e+00 -0.00000000e+00 -0.00000000e+00 -0.00000000e+00
   -0.00000000e+00]
  [-0.00000000e+00 -0.00000000e+00 -0.00000000e+00 -0.00000000e+00
   -0.00000000e+00]
  [-0.00000000e+00 -0.00000000e+00 -0.00000000e+00 -0.00000000e+00
   -0.00000000e+00]]]",[ 9738     0 23030     0     0],[ 7850     0 21036     0     0]
12,62,0,42,"[[-2.54230498  9.56270833 -2.58676164 15.85224185 -3.39416439]
 [ 0.          0.          0.          0.          0.        ]
 [11.73591415 -1.5922927   9.26788019  6.3209083  20.87131039]
 [ 0.          0.          0.          0.          0.        ]
 [ 0.          0.          0.          0.          0.        ]]","[[[   9.80524149   -8.30844413    3.89472552   -5.73832068    7.55360121]
  [  -8.30844413   10.01616111   -3.70348241    9.02008388   -6.34773459]
  [   3.89472552   -3.70348241    2.51659685   -4.09313859    2.7185051 ]
  [  -5.73832068    9.02008388   -4.09313859   11.2979323    -4.50864642]
  [   7.55360121   -6.34773459    2.7185051    -4.50864642    6.9432918 ]]

 [[  -0.           -0.           -0.           -0.           -0.        ]
  [  -0.           -0.           -0.           -0.           -0.        ]
  [  -0.           -0.           -0.           -0.           -0.        ]
  [  -0.           -0.           -0.           -0.           -0.        ]
  [  -0.           -0.           -0.           -0.           -0.        ]]

 [[  35.75264783  -32.44637799   32.80888937   -8.81955429   60.45378137]
  [ -32.44637799  113.54312273  -31.78512389   36.65736086 -111.1276294 ]
  [  32.80888937  -31.78512389   31.44551316  -10.59084545   57.10893532]
  [  -8.81955429   36.65736086  -10.59084545   22.1584048   -32.41319462]
  [  60.45378137 -111.1276294    57.10893532  -32.41319462  145.98301704]]

 [[  -0.           -0.           -0.           -0.           -0.        ]
  [  -0.           -0.           -0.           -0.           -0.        ]
  [  -0.           -0.           -0.           -0.           -0.        ]
  [  -0.           -0.           -0.           -0.           -0.        ]
  [  -0.           -0.           -0.           -0.           -0.        ]]

 [[  -0.           -0.           -0.           -0.           -0.        ]
  [  -0.           -0.           -0.           -0.           -0.        ]
  [  -0.           -0.           -0.           -0.           -0.        ]
  [  -0.           -0.           -0.           -0.           -0.        ]
  [  -0.           -0.           -0.           -0.           -0.        ]]]",[10293     0 22475     0     0],[ 6394     0 20141     0     0]
12,62,0,62,"[[ -1.23285229  18.10470786   7.46900307  18.58169184 -10.16396622]
 [  0.           0.           0.           0.           0.        ]
 [  5.9309785    7.66246062   3.63050968   9.65941828   9.62742322]
 [  0.           0.           0.           0.           0.        ]
 [  0.           0.           0.           0.           0.        ]]","[[[ 47.50190229  -2.29297613  47.5063125   -6.249221     3.07807094]
  [ -2.29297613  34.14569602  34.11748113  11.25074174 -26.56806149]
  [ 47.5063125   34.11748113 100.72545376  -6.55247947 -32.26455757]
  [ -6.249221    11.25074174  -6.55247947  17.09865751  -6.2674342 ]
  [  3.07807094 -26.56806149 -32.26455757  -6.2674342   30.1819223 ]]

 [[ -0.          -0.          -0.          -0.          -0.        ]
  [ -0.          -0.          -0.          -0.          -0.        ]
  [ -0.          -0.          -0.          -0.          -0.        ]
  [ -0.          -0.          -0.          -0.          -0.        ]
  [ -0.          -0.          -0.          -0.          -0.        ]]

 [[ 23.71319647   6.0340822   20.11761499   5.71685783  23.7331093 ]
  [  6.0340822    5.4434072    3.5504385    8.92641052   6.03803846]
  [ 20.11761499   3.5504385   18.3514517    0.55081316  20.5947008 ]
  [  5.71685783   8.92641052   0.55081316  19.64552198   3.61325545]
  [ 23.7331093    6.03803846  20.5947008    3.61325545  26.02873368]]

 [[ -0.          -0.          -0.          -0.          -0.        ]
  [ -0.          -0.          -0.          -0.          -0.        ]
  [ -0.          -0.          -0.          -0.          -0.        ]
  [ -0.          -0.          -0.          -0.          -0.        ]
  [ -0.          -0.          -0.          -0.          -0.        ]]

 [[ -0.          -0.          -0.          -0.          -0.        ]
  [ -0.          -0.          -0.          -0.          -0.        ]
  [ -0.          -0.          -0.          -0.          -0.        ]
  [ -0.          -0.          -0.          -0.          -0.        ]
  [ -0.          -0.          -0.          -0.          -0.        ]]]",[27164     0  5604     0     0],[25561     0  4404     0     0]
12,62,28,0,"[[ -3.80283418  17.59349105   3.77898667  19.69833147 -10.88058334]
 [-17.11251261   4.02880692  -2.38114862  -4.29697594  -5.24450583]
 [ 12.32886662  -0.8324414    8.75681165   7.45890361  21.89844305]
 [ -4.35780746   0.09362486   5.09169673  -8.16952277   7.09054986]
 [  0.           0.           0.           0.           0.        ]]","[[[ 3.85161971e+01 -1.01899646e+01  2.71455528e+01 -1.29923514e+01
    1.89848157e+01]
  [-1.01899646e+01  4.22777370e+01  2.08484216e+01  3.12079600e+01
   -2.90822377e+01]
  [ 2.71455528e+01  2.08484216e+01  5.44804762e+01 -4.05695455e+00
   -1.27180934e+01]
  [-1.29923514e+01  3.12079600e+01 -4.05695455e+00  3.97453919e+01
   -1.59933195e+01]
  [ 1.89848157e+01 -2.90822377e+01 -1.27180934e+01 -1.59933195e+01
    3.24434106e+01]]

 [[ 6.98033802e+00 -1.53022273e+00  2.54177361e+00  1.13912730e+00
    7.30763393e+00]
  [-1.53022273e+00  5.01263655e+00 -3.63110407e+00  6.64694613e+00
   -8.63227073e+00]
  [ 2.54177361e+00 -3.63110407e+00  3.04540650e+00 -4.25179063e+00
    7.44837584e+00]
  [ 1.13912730e+00  6.64694613e+00 -4.25179063e+00  1.11559532e+01
   -9.39038125e+00]
  [ 7.30763393e+00 -8.63227073e+00  7.44837584e+00 -9.39038125e+00
    1.85360057e+01]]

 [[ 6.48656861e+01 -5.56310384e+01  6.28674489e+01 -2.41491616e+01
    9.61644495e+01]
  [-5.56310384e+01  1.38271562e+02 -6.26949194e+01  6.91692191e+01
   -1.33659899e+02]
  [ 6.28674489e+01 -6.26949194e+01  6.78707362e+01 -3.97424220e+01
    9.78690582e+01]
  [-2.41491616e+01  6.91692191e+01 -3.97424220e+01  6.34275703e+01
   -6.23741059e+01]
  [ 9.61644495e+01 -1.33659899e+02  9.78690582e+01 -6.23741059e+01
    1.78695869e+02]]

 [[ 1.36974628e+01  4.10470193e+00  5.86131627e+00  3.42318197e+00
    6.04160595e+00]
  [ 4.10470193e+00  4.51003809e+00  2.03835636e+00  9.23655442e-01
    3.97465789e+00]
  [ 5.86131627e+00  2.03835636e+00  3.70361816e+00 -8.84914519e-02
    4.68892884e+00]
  [ 3.42318197e+00  9.23655442e-01 -8.84914519e-02  3.00542852e+00
   -1.23840700e+00]
  [ 6.04160595e+00  3.97465789e+00  4.68892884e+00 -1.23840700e+00
    7.95791801e+00]]

 [[-0.00000000e+00 -0.00000000e+00 -0.00000000e+00 -0.00000000e+00
   -0.00000000e+00]
  [-0.00000000e+00 -0.00000000e+00 -0.00000000e+00 -0.00000000e+00
   -0.00000000e+00]
  [-0.00000000e+00 -0.00000000e+00 -0.00000000e+00 -0.00000000e+00
   -0.00000000e+00]
  [-0.00000000e+00 -0.00000000e+00 -0.00000000e+00 -0.00000000e+00
   -0.00000000e+00]
  [-0.00000000e+00 -0.00000000e+00 -0.00000000e+00 -0.00000000e+00
   -0.00000000e+00]]]",[22767   916  8023  1062     0],[21722   364  7037   668     0]
